State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,literacy_rate,sex_ratio,Male_literacy_rate,Female_literacy_rate
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,676091,399480,276611,170448,90856,79592,0,0,0,326534,250020,76514,945693,8247,734,1042,105,645,22,70.54,86.22,77.62,62.34
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,832758,502049,330709,282351,150940,131411,0,0,0,523422,368277,155145,1276669,23016,889,29103,172,2594,56,62.42,87.12,70.41,53.24
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,646529,385782,260747,247513,131486,116027,0,0,0,373899,292696,81203,974520,8232,1769,87558,265,351,70,60.18,88.14,67.56,51.81
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,978013,564516,413497,339604,179681,159923,0,0,0,516062,411646,104416,1341002,31650,2049,126207,532,1516,49,64.97,88.71,70.77,58.44
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,646893,370828,276065,215128,113311,101817,0,0,0,336780,268556,68224,805175,15970,1943,140395,214,375,106,67.06,88.79,72.57,60.85
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,630255,380440,249815,156314,82420,73894,0,0,0,338584,232935,105649,913251,5660,301,1737,75,644,15,68.35,89.47,78.17,57.37
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,405318,229862,175456,101830,53868,47962,0,0,0,211479,164865,46614,490702,23451,2583,40951,1008,1626,90,72.21,87.3,76.7,67.07
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,786599,464136,322463,206213,109695,96518,0,0,0,412318,328667,83651,1083936,86622,2261,25064,289,4647,99,65.25,86.35,71.75,57.73
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,636947,375453,261494,182606,95571,87035,0,0,0,337727,235326,102401,889133,5713,701,1804,202,1525,12,70.75,89.81,79.15,61.38
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,747582,436025,311557,216889,115573,101316,0,0,0,345967,272646,73321,1043887,8185,732,3916,200,3491,24,70.45,86.67,76.7,63.23
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,782897,456968,325929,387381,202430,184951,0,0,0,502003,369462,132541,940255,9524,2186,338962,370,2256,624,60.45,89.75,66.95,53.2
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,192764,189192,287620,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,371973,6984,236,2387,113,10,7,75.3,98.15,80.72,69.78
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,1351574,1312055,1596560,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,2540763,57973,20745,6373,2979,2357,29122,59.94,97.08,68.99,50.61
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,323842,186064,137778,111690,56154,55536,135500,67900,67600,294035,158791,135244,479782,32455,1559,2745,1740,57,14,62.39,98.64,71.2,53.45
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,358091,180555,177536,109256,53727,55529,3044,1531,1513,241931,118724,123207,449412,3711,243,591,95,293,9,78.74,109.5,83.18,74.69
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,653299,408125,245174,241198,130269,110929,474,259,215,443655,308527,135128,1010014,91269,814,196,74,41,273,59.16,86.05,68.76,48.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,1152640,606443,546197,319385,159697,159688,84564,41745,42819,675170,403756,271414,1461140,19797,3023,8929,14511,194,208,76.33,101.18,80.8,71.92
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,60699,36697,24002,14750,7433,7317,48746,23609,25137,56273,33863,22410,64732,448,485,249,18086,29,45,72.16,81.89,79.35,63.38
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,307672,174550,133122,122659,62686,59973,16822,8493,8329,269084,148829,120255,415669,2974,1568,1396,15377,94,83,70.26,94.23,77.42,62.66
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,723747,393669,330078,293739,147250,146489,12787,6345,6442,572671,297464,275207,981412,9460,876,4081,2628,43,86,72.39,100.73,79.04,65.79
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,612642,342846,269796,215777,110828,104949,8755,4554,4201,430926,258628,172298,791449,11810,2025,4047,3262,185,197,75.26,91.51,80.66,69.36
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,362645,205617,157028,160745,83017,77728,11262,5912,5350,280083,169399,110684,476830,33215,577,15501,2645,236,86,68.44,91.78,74.42,61.93
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,428578,244372,184206,164536,85482,79054,25645,13351,12294,298737,190001,108736,548579,14678,1452,13926,574,591,110,73.85,87.96,79.15,67.83
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,399715,213281,186434,115491,58601,56890,8601,4445,4156,215346,141612,73734,480138,14275,390,26009,56,70,10,76.7,97.64,80.88,72.41
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,219083,138620,80463,53408,27209,26199,39216,20377,18839,151912,101144,50768,187621,220614,472,422,21,22,42,53.44,91.88,64.88,40.99
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,1137135,641916,495219,377991,197610,180381,69193,36323,32870,508622,417456,91166,1289240,107489,12104,114272,470,1987,321,74.32,88.0,78.88,69.15
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,86236,56301,29935,18,12,6,122336,62652,59684,51873,39839,12034,10341,108239,604,1171,20126,28,4,61.25,81.01,72.38,47.5
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,389204,228499,160705,141224,74644,66580,53307,27693,25614,200431,161548,38883,540063,64234,1828,9551,24,16,2,63.14,89.03,70.07,55.35
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,293958,178326,115632,402,397,5,22607,11837,10770,188420,138428,49992,13840,535159,1109,9440,35,6,18,52.45,91.23,60.85,43.25
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,261724,163333,98391,556,406,150,176101,90274,85827,161393,117677,43716,32604,431279,958,11188,83,10,2,54.89,89.3,64.84,43.74
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,748584,431746,316838,1068,995,73,8935,5021,3914,407188,333151,74037,42540,1177342,2746,12187,285,74,2,60.52,89.95,66.31,54.1
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,322354,197543,124811,138569,72093,66476,56309,29142,27167,243672,163845,79827,489044,59771,1962,3418,106,57,235,58.08,87.0,66.56,48.34
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,1273520,759088,514432,299227,154297,144930,255626,129233,126393,685368,507677,177691,1636460,241451,13730,4174,1890,2045,160524,61.75,92.24,70.76,51.99
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,510061,303902,206159,340553,172668,167885,45563,23141,22422,397690,251213,146477,903179,116710,6565,888,35,129,12936,48.91,95.32,56.92,40.51
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,793538,489837,303701,190036,98295,91741,180962,91012,89950,551467,383691,167776,1165140,302626,6027,143,188,282,16067,53.18,92.52,63.2,42.35
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,1722204,1014950,707254,437309,226362,210947,233119,117256,115863,844504,658851,185653,2149480,431762,11243,9727,331,1268,77182,64.15,90.94,72.19,55.32
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,672409,406275,266134,79614,40802,38812,571077,282125,288952,624779,367108,257671,1044726,106865,86404,234,267,162,78622,50.88,97.67,60.77,40.76
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,653476,405161,248315,319946,165313,154633,205874,104499,101375,571431,335451,235980,1104475,194680,17168,123,371,20,4591,49.4,93.51,59.27,38.85
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,1253475,783736,469739,325493,166447,159046,238188,120646,117542,1036277,623946,412331,1856202,508586,14645,937,650,1503,59218,51.26,94.38,62.3,39.56
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,604519,376212,228307,115567,59835,55732,279208,138510,140698,552191,344019,208172,937126,289182,37795,97,128,115,47067,46.02,93.76,55.49,35.92
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,559720,321795,237925,32459,16446,16013,706754,352514,354240,487508,264774,222734,309563,51429,202449,221,531,23,457468,54.6,99.31,62.56,46.58
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,426312,258260,168052,72885,37212,35673,240489,120035,120454,326631,214740,111891,550560,164406,4419,520,118,783,68564,53.89,95.4,63.79,43.51
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,350682,209706,140976,154910,78266,76644,331096,166427,164669,313379,180106,133273,473049,69808,47653,120,128,16,133525,48.24,96.66,56.73,39.45
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,259707,149568,110139,15330,7862,7468,262734,130814,131920,221332,121605,99727,112378,95012,16770,51,33,15,235987,56.24,98.51,64.29,48.06
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,352881,206989,145892,28469,14352,14117,379054,186967,192087,404584,234012,170572,410127,322963,75865,356,283,222,88760,39.19,98.92,45.73,32.58
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,1024563,621706,402857,536382,277119,259263,181208,92577,88631,713175,473042,240133,1683169,238295,6164,734,188,284,5681,52.82,92.77,61.78,43.15
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,1911433,1085244,826189,152943,78613,74330,1042016,520582,521434,1142867,743967,398900,1612239,410759,193974,4826,932,2733,677445,65.59,94.94,72.59,58.21
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,483263,287303,195960,72341,37317,35024,308343,153435,154908,490202,295690,194512,628044,398243,83208,198,245,125,38426,42.0,95.21,48.75,34.92
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,343483,191991,151492,44674,22150,22524,424407,211546,212861,288645,159867,128778,201524,15103,306601,51,753,114,73930,57.29,99.65,63.93,50.62
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,1113412,641388,472024,319149,158135,161014,97203,48470,48733,818081,511575,306506,1634229,219991,3433,443,412,25198,166,58.92,98.9,67.51,50.23
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,688749,385311,303438,213700,107424,106276,52903,27147,25756,459891,315499,144392,890429,92252,5368,389,272,1045,85,69.51,94.61,75.67,62.99
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,3052032,1725548,1326484,577418,289096,288322,297198,148673,148525,2105668,1372422,733246,4038331,528412,18418,2037,1086,178310,149,63.85,97.26,71.21,56.29
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,1421621,813440,608181,517409,258582,258827,451406,225451,225955,1116880,703258,413622,2103633,320834,14014,1029,284,8044,54,57.96,98.28,65.76,50.03
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,1042673,597198,445475,399785,204280,195505,235822,119787,116035,702608,459050,243558,1289709,335184,35438,1145,30453,680,521,61.21,95.63,68.59,53.5
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,86919,54076,32843,10122,5145,4977,204189,101519,102670,134525,71591,62934,245151,1617,2709,68,1649,15,3793,34.06,98.37,42.03,25.95
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,1248268,730566,517702,442773,226440,216333,39314,19912,19402,927722,580111,347611,1786830,369588,2433,558,374,8665,499,57.33,95.98,65.76,48.55
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,818345,438257,380088,253651,125016,128635,44970,21990,22980,565774,357889,207885,1004553,101235,26000,182,109,4710,4,71.91,100.83,77.35,66.53
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,1087392,607188,480204,389117,196819,192298,302554,152939,149615,856587,513311,343276,1520553,128751,3175,322,84,3778,128,65.53,97.36,72.21,58.66
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,1308540,720637,587903,392595,198299,194296,233112,117808,115304,875207,585639,289568,1658465,265805,5420,307,164,6417,1743,67.26,97.23,73.06,61.3
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,1301664,711776,589888,177855,89137,88718,87548,44173,43375,784833,543776,241057,1390020,386834,28747,1486,715,29037,2748,70.47,97.08,75.95,64.84
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,700177,397178,302999,174196,87745,86451,61654,30975,30679,495722,310412,185310,907750,143665,3432,231,79,5993,74,65.77,98.19,73.94,57.45
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,1427368,828359,599009,648782,330091,318691,65259,32830,32429,1087028,680001,407027,2011014,513125,8344,826,9589,4865,330,55.62,97.14,63.63,47.37
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,1225256,668836,556420,345031,169961,175070,32329,15986,16343,903580,560452,343128,1630814,120011,15611,289,623,5820,3,68.97,101.03,75.69,62.33
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,1085443,603793,481650,219976,112212,107764,141380,72109,69271,730066,490731,239335,1281878,297927,2406,419,68,9834,702,67.94,95.04,73.71,61.87
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,412877,215302,197575,73584,35759,37825,58054,28510,29544,278938,172100,106838,448986,87274,17130,139,126,250,220,74.46,101.93,78.4,70.58
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,1016219,564110,452109,465867,232546,233321,78875,39997,38878,717872,454048,263824,1305431,199873,26722,253,150,2494,92,66.14,97.89,72.66,59.49
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,809085,468785,340300,258608,129341,129267,164271,82761,81510,654766,387974,266792,1218024,161770,4081,296,85,2898,461,58.21,98.58,66.98,49.32
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,1149649,638668,510981,265294,131675,133619,22402,11310,11092,871408,575203,296205,1712695,77801,8506,322,299,3607,109,63.67,99.51,70.56,56.73
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,1962180,1063766,898414,536643,269331,267312,334547,166697,167850,1314268,921803,392465,2631985,290549,39361,1255,16194,14419,493,65.38,98.54,70.37,60.32
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,979769,577213,402556,400933,200359,200574,367071,182101,184970,903413,530373,373040,1634062,272022,10394,538,2265,4156,29,50.8,99.98,59.85,41.75
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,1263016,674938,588078,308158,153546,154612,65412,32707,32705,780598,534487,246111,1479424,234664,26521,400,120,9234,367,72.06,99.76,76.92,67.18
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,1813391,1006024,807367,506901,254535,252366,209559,105265,104294,1354646,837512,517134,2413812,245923,9130,477,187,5067,161,67.69,98.36,74.49,60.78
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,926429,465704,460725,75429,36988,38441,52897,26228,26669,513241,335399,177842,1009179,96740,65838,232,161,4534,155,78.69,109.45,82.85,74.89
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,1852797,890552,962245,201211,97183,104028,6574,3175,3399,804471,536738,267733,1460447,224545,435056,268,146,74,311,87.08,110.02,87.9,86.33
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,2855676,1425723,1429953,268411,131573,136838,16559,8349,8210,1249343,913249,336094,1509557,514397,1248137,860,614,1176,1083,87.0,102.67,88.03,86.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,923010,471881,451129,145486,72399,73087,55815,27995,27820,516363,331710,184653,541854,82206,481507,100,189,44,384,83.23,100.61,85.36,81.11
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,2138434,1012956,1125478,83350,40260,43090,41371,20141,21230,824116,609377,214739,1509592,742483,262526,424,1118,193,722,84.76,113.55,85.74,83.89
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,1037492,516476,521016,53283,26385,26898,48857,23950,24907,462998,325095,137903,729987,486913,87454,151,362,130,152,79.36,107.98,82.16,76.76
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,2240273,1074345,1165928,328263,157801,170462,10761,5195,5566,912025,644362,267663,1697635,508500,421598,208,272,63,619,85.01,111.34,86.16,83.98
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,1749798,861592,888206,153909,75503,78406,21972,10974,10998,735735,530322,205413,983598,126499,858608,204,358,83,565,88.62,103.92,88.98,88.27
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1470942,1615351,2615443,1266939,1348504,199191,97279,101912,15228,7429,7799,948981,752333,196648,1734958,1211131,131516,297,235,601,588,84.74,109.82,86.13,83.48
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,3311315,1597404,1713911,308266,151557,156709,22990,11272,11718,1062424,898157,164267,1135259,2888849,81556,205,179,68,579,80.51,109.81,81.49,79.62
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,2239492,1122600,1116892,403833,197451,206382,48972,24314,24658,1042340,746121,296219,1875980,812936,114397,220,238,78,400,79.7,106.69,82.58,77.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1581678,1719749,2785408,1354857,1430551,372977,178589,194388,26759,12624,14135,1231669,864101,367568,2194057,452915,630573,404,301,76,1082,84.37,108.73,85.66,83.18
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,2678548,1282261,1396287,324350,156480,167870,9430,4362,5068,1095727,789511,306216,1823442,532839,757484,259,278,62,585,85.82,110.78,86.59,85.12
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,401684,415736,645585,328136,317449,32578,16406,16172,151443,74476,76967,340077,228639,111438,404460,234185,174453,61,312,1797,286,78.98,103.5,81.69,76.36
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,436595,254120,182475,74385,37841,36544,358543,177977,180566,346471,207401,139070,686524,21473,2132,606,86,1653,35434,58.27,97.63,67.03,49.3
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,443837,401234,469109,290304,178805,175764,92216,83548,82072,42447,39625,315270,231829,83441,778214,40707,635,8009,1352,15094,27,55.51,90.4,65.41,44.56
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,842178,859520,1147623,626468,521155,125426,61576,63850,383026,186979,196047,893014,488610,404404,1519384,38542,5295,1050,72162,4778,58064,67.44,102.06,74.39,60.63
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,699340,686541,549926,313642,236284,87991,44478,43513,962145,482182,479963,653897,365928,287969,1318869,58222,2967,2361,416,2289,263,39.68,98.17,44.85,34.42
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,799236,776126,939769,529783,409986,159296,81621,77675,667018,333166,333852,786980,453887,333093,1505745,37590,3271,1078,9651,3759,13048,59.65,97.11,66.29,52.82
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,1094917,676513,418404,374799,204212,170587,6131,3283,2848,520768,455775,64993,1595400,66776,973,4047,12215,19950,73,64.29,83.74,72.99,53.91
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1236130,1134931,1660690,920314,740376,357516,185902,171614,69429,35966,33463,867457,644960,222497,1755861,525434,23432,10789,21688,25950,335,70.04,91.81,74.45,65.24
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,408679,233073,175606,64254,33037,31217,230095,116420,113675,328339,211925,116414,552526,180840,1199,1074,19883,1884,99,53.93,95.07,59.99,47.55
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,943033,572010,371023,405313,215258,190055,73597,38081,35516,751797,481518,270279,1676918,70351,1980,968,250,10409,102,53.51,88.26,61.1,44.9
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1064468,1026454,1294198,731294,562904,232244,118465,113779,769778,385785,383993,957984,582263,375721,1923920,100692,4893,2258,24471,7830,25771,61.9,96.43,68.7,54.84
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,747715,445737,301978,246337,129877,116460,166295,84809,81486,574595,367711,206884,1186420,47966,1681,1096,119,25005,82,59.14,91.01,67.34,50.13
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,491445,303815,187630,200270,107132,93138,15061,7870,7191,321160,225662,95498,747693,28483,683,490,7923,453,10,62.46,87.25,72.31,51.18
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,805359,758356,925369,550716,374653,292007,150260,141747,272701,139174,133527,742676,451501,291175,1376591,174259,2355,2330,382,6497,72,59.18,94.16,68.38,49.4
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,1112725,1073068,1077338,638479,438859,145436,74291,71145,1222814,614619,608195,1027974,597079,430895,2051219,116202,2261,1607,328,12199,88,49.29,96.44,57.38,40.9
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,351913,352611,378714,222759,155955,39782,20366,19416,455789,225699,230090,389925,203383,186542,605435,6736,4238,260,61,687,84006,53.75,100.2,63.3,44.23
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,649362,592157,653980,400537,253443,193115,100646,92469,190819,98206,92613,514897,335454,179443,1172248,49203,1208,3271,529,13474,52,52.68,91.19,61.68,42.8
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,1090327,941709,1357210,803114,554096,393068,210354,182714,72133,37704,34429,685311,548820,136491,1835299,141735,4119,24790,4361,18058,217,66.79,86.37,73.66,58.84
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,294838,275627,352550,203807,148743,92865,48553,44312,159678,81446,78232,230979,156852,74127,527462,38640,683,676,93,1573,55,61.8,93.48,69.13,53.97
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,648725,592625,810644,469199,341445,205007,107237,97770,197300,101041,96259,478082,345435,132647,1175203,52269,4453,3127,1550,3888,107,65.3,91.35,72.33,57.62
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,1699627,1577070,2309130,1289631,1019499,545239,280184,265055,217679,112687,104992,1268195,939055,329140,2728225,415142,18523,25696,11496,71667,720,70.47,92.79,75.88,64.65
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,1277278,1186011,1756468,980307,776161,348029,179858,168171,375231,189915,185316,1005624,705970,299654,2159065,203652,23142,13256,4320,33728,21010,71.31,92.85,76.75,65.44
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,515023,510025,352081,214582,137499,17427,8770,8657,891818,446359,445459,515121,265489,249632,960925,15733,38423,141,65,8871,388,34.35,99.03,41.66,26.96
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,662013,630029,790773,460583,330190,155717,79369,76348,317699,159799,157900,543874,348410,195464,1240650,37232,3158,1167,157,5342,2643,61.2,95.17,69.57,52.41
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,525272,529633,604962,348033,256929,48425,24652,23773,610528,299918,310610,559649,300235,259414,849518,16558,12450,436,297,1789,170533,57.35,100.83,66.26,48.51
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,682851,657560,834591,502898,331693,249024,126822,122202,33092,17023,16069,679723,397714,282009,1192588,125548,1120,849,242,19029,77,62.26,96.3,73.65,50.44
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1068417,897553,1179685,747652,432033,421519,228548,192971,17030,8947,8083,675993,525329,150664,1875495,76159,1092,557,3234,6681,92,60.01,84.01,69.98,48.13
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,422653,403414,508834,307889,200945,111162,56400,54762,71441,36738,34703,418682,245708,172974,741288,67324,1508,1110,224,14165,115,61.6,95.45,72.85,49.81
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,533480,483040,552559,332140,220419,207990,109421,98569,170879,87697,83182,431998,275375,156623,974748,35214,418,186,37,4734,218,54.36,90.55,62.26,45.63
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,700358,631239,820220,479093,341127,225891,119226,106665,205006,105627,99379,517838,370366,147472,1195235,120331,1725,2262,253,10637,190,61.6,90.13,68.41,54.04
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,790212,755602,804245,488797,315448,295718,151260,144458,53751,27477,26274,745603,429768,315835,1433879,106928,1243,460,121,1599,50,52.03,95.62,61.86,41.75
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,738241,716828,825880,485090,340790,198612,100629,97983,409865,206290,203575,690980,411446,279534,1267043,151071,3996,1353,175,29353,123,56.76,97.1,65.71,47.54
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,1225100,1140006,1441757,845572,596185,383508,198144,185364,311985,161696,150289,991946,617184,374762,2268838,85414,1964,832,986,655,232,60.96,93.05,69.02,52.3
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,1256257,1122201,1545719,908607,637112,501630,266306,235324,221936,114771,107165,1006035,682077,323958,2198297,103480,5580,4146,991,62992,168,64.99,89.33,72.33,56.77
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,1157495,1071440,1371781,801051,570730,398569,205987,192582,319975,163166,156809,911349,590487,320862,2158623,59471,2228,1163,364,3135,1689,61.54,92.57,69.21,53.27
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,683743,627589,780362,469208,311154,271281,141366,129915,145512,74391,71121,586087,364559,221528,1163607,137980,1404,640,357,6232,66,59.51,91.79,68.62,49.58
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,695879,683252,864194,485341,378853,130797,66830,63967,519856,258121,261735,684434,394660,289774,1145052,79739,1857,360,7288,4982,135315,62.66,98.19,69.75,55.45
