State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,literacy_rate,sex_ratio,Male_literacy_rate,Female_literacy_rate
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,540021,526042,604194,348761,255433,89733,45547,44186,476008,236947,239061,493057,292402,200655,997073,42426,2372,912,268,1737,19448,56.68,97.41,64.58,48.56
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,780520,732161,894612,543509,351103,353914,182961,170953,37836,19416,18420,717871,431857,286014,1321003,174724,815,631,179,13755,66,59.14,93.8,69.63,47.95
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,361784,326077,328025,208201,119824,108391,57838,50553,161448,82637,78811,277455,183788,93667,638702,41396,230,6387,201,379,40,47.69,90.13,57.55,36.75
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,919795,806255,900846,573242,327604,321515,171565,149950,227802,117111,110691,759281,481001,278280,1648749,51200,1117,7151,3421,12171,72,52.19,87.66,62.32,40.63
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,575912,551121,600785,353030,247755,130202,66174,64028,313304,159192,154112,461760,284289,177471,1077545,34419,511,128,92,93,12556,53.31,95.7,61.3,44.95
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,760355,684811,747940,459353,288587,361604,190666,170938,67857,34923,32934,655318,402776,252542,1383475,44143,588,251,109,15569,39,51.75,90.06,60.41,42.14
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,1016289,970575,1240990,730817,510173,523869,267235,256634,48730,24925,23805,897442,569425,328017,1718204,233133,4659,3241,945,24622,211,62.46,95.5,71.91,52.56
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,330674,314084,356672,210907,145765,58147,29902,28245,300687,151988,148699,289691,175698,113993,620515,15966,667,190,70,220,6028,55.32,94.98,63.78,46.41
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,769568,689307,862918,512344,350574,292144,154504,137640,67603,34993,32610,550402,401583,148819,1287391,149548,1313,914,295,18490,70,59.15,89.57,66.58,50.86
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,932334,881572,1411281,758977,652304,364059,186244,177815,100280,51359,48921,768154,520362,247792,1107809,357253,4483,1504,328033,10205,389,77.8,94.56,81.41,73.99
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,1480768,1407677,2251875,1207104,1044771,506374,259398,246976,404128,205834,198294,1236322,837577,398745,2055177,421410,7223,2242,383891,11360,3288,77.96,95.06,81.52,74.22
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,1318684,1221389,1466002,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,2291133,237353,2218,295,334,775,19,57.71,92.62,65.88,48.9
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,1924469,1776813,2503837,1430936,1072901,539368,277228,262140,143366,73876,69490,1575079,1015864,559215,2545438,786677,15991,5142,309093,30981,1005,67.65,92.33,74.35,60.38
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,605520,594814,899860,488709,411151,200372,100421,99951,88886,44515,44371,597305,345054,252251,1009352,26502,2145,831,154458,1017,3555,74.97,98.23,80.71,69.12
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,1349106,1235943,1718507,987185,731322,351254,179777,171477,32722,16806,15916,1255548,727819,527729,2174672,320395,2097,824,68482,8719,399,66.48,91.61,73.17,59.17
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1337560,1248698,1879874,1048892,830982,470895,241445,229450,124837,64153,60684,1219641,734024,485617,1845424,354236,3531,1668,364229,12242,522,72.69,93.36,78.42,66.55
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,1123834,1080473,1578615,872565,706050,348365,176898,171467,389441,196753,192688,1058172,648565,409607,1780085,92297,10701,5251,286734,3861,23188,71.62,96.14,77.64,65.35
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,1054031,996831,1293916,723388,570528,127571,65068,62503,647315,327034,320281,936370,570448,365922,1825460,187901,3653,1422,13405,12818,912,63.09,94.57,68.63,57.23
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,661554,660953,1004243,542837,461406,175961,87434,88527,214253,105944,108309,665419,383151,282268,1153861,26157,1827,2160,125282,1568,5080,75.93,99.91,82.05,69.81
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,606294,571051,790743,450551,340192,182565,93379,89186,111954,57674,54280,569182,330903,238279,863199,127552,992,643,176679,5278,103,67.16,94.19,74.31,59.57
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,2197365,2032552,2891882,1629223,1262659,389273,199427,189846,604367,310150,294217,1863571,1186472,677099,3457615,560261,7091,3091,143865,27404,9662,68.37,92.5,74.14,62.12
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,1011473,947573,1195523,699428,496095,272266,138957,133309,42263,21988,20275,930886,545030,385856,1504641,274221,12542,1629,152540,9619,336,61.03,93.68,69.15,52.35
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1980658,1895343,2825845,1559760,1266085,504461,253390,251071,30206,15478,14728,1704054,1125204,578850,3379906,286558,15573,1570,29766,154882,1274,72.91,95.69,78.75,66.8
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,1273140,1181056,1650672,932432,718240,480913,247918,232995,57488,29872,27616,1046857,670018,376839,2006984,367664,2387,935,66535,6387,310,67.26,92.77,73.24,60.81
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,2384975,2268595,3673808,1959220,1714588,867713,439205,428508,437571,223566,214005,1868560,1334211,534349,3492202,390974,34667,20469,668050,24528,12181,78.95,95.12,82.15,75.58
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1730075,1631217,2189425,1255222,934203,640483,328797,311686,281695,143892,137803,1493953,925232,568721,2501741,471951,3902,13540,354189,5049,1273,65.14,94.29,72.55,57.27
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,833170,815125,906509,512099,394410,47985,24273,23712,1141933,568026,573907,792065,442898,349167,1521618,96182,8467,685,4969,6191,2907,55.0,97.83,61.46,48.39
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,3157186,2950001,4345366,2397538,1947828,554687,282213,272474,1564369,792547,771822,2763328,1746286,1017042,5237009,693052,23946,8912,94783,38212,1795,71.15,93.44,75.94,66.03
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,861535,796041,1137810,644304,493506,265184,136354,128830,36039,18569,17470,773916,473795,300121,1437623,178925,942,340,28216,4530,195,68.64,92.4,74.79,62.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,1157814,666291,491523,247308,125883,121425,40514,20570,19944,822797,501422,321375,1328385,306364,2081,1371,187899,6238,262,63.06,94.73,70.67,55.03
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,4924105,4505303,7171723,3940210,3231513,1180703,602755,577948,348876,179132,169744,4048993,2809816,1239177,8090254,673704,134192,27090,340404,127786,9873,76.06,91.49,80.02,71.73
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,750278,743706,951639,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,1422986,17332,47653,2117,781,409,1782,63.7,99.12,72.34,54.98
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1344345,1289855,1939994,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,2239370,227465,17452,7477,121791,12260,1159,73.65,95.95,78.83,68.25
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,761121,853948,1199392,619012,580380,66948,31967,34981,20374,10402,9972,714076,407008,307068,1307211,187197,1990,230,113467,3347,95,74.26,112.2,81.33,67.96
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,2049467,1121550,927917,353093,177108,175985,18333,9406,8927,1215104,800214,414890,2440312,239607,9098,1260,38210,87453,769,72.62,96.57,78.12,66.93
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,2225694,1201034,1024660,323236,161703,161533,29635,15210,14425,1354947,844805,510142,2691952,146970,4408,1182,141315,12810,676,74.1,98.81,79.49,68.64
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,417332,432319,666067,348289,317778,55586,26830,28756,6976,3575,3401,347178,229676,117502,780384,26264,15471,219,24762,1046,53,78.39,103.59,83.46,73.51
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,2227852,2089904,2910676,1651266,1259410,649745,331960,317785,77592,39785,37807,1898395,1206933,691462,3795424,441254,9882,1279,35497,28134,568,67.41,93.81,74.12,60.26
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,5865078,5195070,8227161,4591396,3635765,730089,377885,352204,1542451,769192,773259,4492767,3363123,1129644,8716055,1355630,280700,39149,449617,172052,9862,74.39,88.58,78.28,69.98
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,668385,632389,1019458,552617,466841,188830,96569,92261,149507,76698,72809,608235,392316,215919,1057096,53854,2696,2147,175417,5663,2254,78.37,94.61,82.68,73.82
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,620302,576858,869917,487703,382214,229462,117867,111595,80471,41403,39068,569792,340353,229439,859949,142672,1707,518,179330,8476,381,72.67,93.0,78.62,66.26
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1419965,1352383,2022574,1115980,906594,328518,167009,161509,514057,260896,253161,1355999,815475,540524,2251401,239236,4567,1596,249874,11422,3745,72.96,95.24,78.59,67.04
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,118782,118617,156333,87313,69020,22113,11085,11028,3287,1625,1662,109937,62807,47130,175102,18691,4264,56,76,16,38457,65.85,99.86,73.51,58.19
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,74579,69603,90302,51053,39249,540,321,219,128280,63622,64658,76238,42615,33623,10810,3086,129049,136,400,59,354,62.63,93.33,68.45,56.39
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,138820,135323,195935,104013,91922,443,244,199,254787,126328,128459,122655,70594,52061,12034,2886,254979,152,495,87,2333,71.47,97.48,74.93,67.93
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,247323,231825,264477,148012,116465,1000,536,464,419210,214519,204691,233622,124143,109479,43833,1649,426819,140,2409,53,1243,55.2,93.73,59.85,50.24
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,72371,68280,85006,47403,37603,22,17,5,134626,68226,66400,70675,37237,33438,2995,589,134760,59,425,57,1144,60.44,94.35,65.5,55.07
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,210845,211323,269304,152617,116687,40593,20137,20456,1808,929,879,195319,109377,85942,267146,107323,4322,106,114,24,42347,63.79,100.23,72.38,55.22
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94718,89280,129829,70148,59681,248,160,88,173606,87970,85636,87929,46533,41396,7553,1115,174112,108,635,70,32,70.56,94.26,74.06,66.85
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,161223,156694,192147,102513,89634,509,304,205,305180,153861,151319,126073,72262,53811,17272,3359,289708,56,1004,38,5617,60.44,97.19,63.58,57.2
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,410749,415173,578030,287270,290760,5642,2924,2718,661158,320048,341110,326786,204303,122483,144935,14185,543394,2495,3111,303,115597,69.99,101.08,69.94,70.03
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,196285,198839,187527,87371,100156,1317,784,533,376099,185866,190233,154180,88839,65341,12456,1646,271596,34,284,45,107559,47.46,101.3,44.51,50.37
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,73170,69164,82062,45003,37059,319,188,131,134237,68140,66097,53069,32826,20243,7036,1050,132984,27,332,10,362,57.65,94.53,61.5,53.58
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,324159,319132,358702,193438,165264,8810,4535,4275,474009,236772,237237,255693,151914,103779,122936,106788,389956,209,3392,144,16950,55.76,98.45,59.67,51.79
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,193715,189746,230678,117307,113371,168,93,75,375097,189134,185963,163345,89694,73651,6498,1533,366881,58,1313,38,5878,60.16,97.95,60.56,59.75
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,199270,201039,340595,169547,171048,627,388,239,373542,182517,191025,174636,104643,69993,13249,5264,379134,105,1570,76,505,85.08,100.89,85.08,85.08
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,63388,62357,100802,51440,49362,17,16,1,123466,61954,61512,60342,34129,26213,1075,699,123446,9,151,45,194,80.16,98.37,81.15,79.16
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,42918,41037,65895,34147,31748,84,59,25,73609,36917,36692,36672,22733,13939,4000,4426,75210,16,108,2,46,78.49,95.62,79.56,77.36
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,60599,57295,62861,36444,26417,146,105,41,112354,57044,55310,45566,28517,17049,1668,522,63892,52,51549,122,2,53.32,94.55,60.14,46.11
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,82891,78537,121122,64515,56607,178,125,53,153533,77180,76353,78292,46230,32062,5231,1290,127124,74,27543,93,5,75.03,94.75,77.83,72.08
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,44828,41536,60191,32977,27214,51,42,9,82080,42075,40005,39339,24016,15323,2989,1782,69104,13,12328,25,19,69.69,92.66,73.56,65.52
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,28594,27980,42233,21861,20372,83,52,31,54642,27226,27416,19461,12211,7250,933,514,54977,11,102,4,2,74.65,97.85,76.45,72.81
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,32851,32086,54476,27598,26878,32,20,12,62889,31381,31508,32397,18261,14136,991,335,63444,6,60,9,35,83.89,97.67,84.01,83.77
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,197394,181417,278037,150142,127895,0,0,0,223989,110892,113097,151350,99645,51705,108900,31212,234239,566,1270,2148,157,73.4,91.91,76.06,70.5
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,138966,129022,197489,107038,90451,0,0,0,224738,110617,114121,114825,68140,46685,25496,4384,234955,998,1519,80,335,73.69,92.84,77.02,70.11
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,101092,93530,159494,83479,76015,0,0,0,178431,90567,87864,100067,57084,42983,9840,2057,181847,78,442,66,6,81.95,92.52,82.58,81.27
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,131753,118507,119626,67432,52194,0,0,0,238285,124343,113942,147654,79425,68229,8102,3444,236494,84,1256,314,1,47.8,89.95,51.18,44.04
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,83743,79675,105893,57926,47967,0,0,0,157146,79536,77610,80277,41556,38721,3563,950,158224,31,350,17,198,64.8,95.14,69.17,60.2
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,101933,94663,117511,63653,53858,0,0,0,190916,98212,92704,98154,52931,45223,2979,1052,191864,27,572,5,1,59.77,92.87,62.45,56.89
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,84505,81838,128208,67385,60823,0,0,0,156621,78816,77805,78412,42096,36316,5605,2043,158236,34,318,8,20,77.07,96.84,79.74,74.32
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,71217,69540,102881,53504,49377,0,0,0,136561,68071,68490,79466,41178,38288,2580,772,136995,39,286,6,2,73.09,97.65,75.13,71.01
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,1185787,1134742,1621232,902359,718873,478586,243597,234989,275678,137748,137930,932707,684020,248687,2197709,94254,6434,237,111,201,18345,69.86,95.7,76.1,63.35
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,760260,746077,1094140,596269,497871,334896,168687,166209,30428,15361,15067,468599,409559,59040,1398543,104202,745,169,81,111,61,72.64,98.13,78.43,66.73
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,1352760,1271710,2011469,1103033,908436,498633,254456,244177,93745,47437,46308,936365,761876,174489,2457729,141263,11985,1026,6276,1180,168,76.64,94.01,81.54,71.43
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,612593,580218,829910,464093,365817,234079,118755,115324,162056,80878,81178,435533,340552,94981,1185542,4805,727,124,366,39,139,69.58,94.72,75.76,63.05
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,282882,294935,262537,153663,108874,39175,19037,20138,313714,151902,161812,293933,155907,138026,353160,1556,219482,53,2180,66,4,45.44,104.26,54.32,36.91
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,1779218,1749813,2210050,1262652,947398,688235,342111,346124,118928,59172,59756,1501772,990027,511745,3486059,13315,23975,590,174,170,76,62.62,98.35,70.97,54.14
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,296690,282815,405879,228092,177787,104620,52580,52040,176758,88273,88485,247707,172018,75689,553587,12783,10462,1441,80,70,67,70.04,95.32,76.88,62.86
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,787101,789768,802036,484177,317859,286580,142133,144447,449456,221171,228285,751930,447290,304640,1555367,4975,11160,796,175,1225,220,50.86,100.34,61.51,40.25
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,359945,373165,399786,233900,165886,115544,56987,58557,392820,190506,202314,355349,193515,161834,580300,2138,148895,82,290,47,23,54.53,103.67,64.98,44.45
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,717814,722547,1089265,579970,509295,309780,155531,154249,9484,4748,4736,466890,386382,80508,1386792,50247,1423,169,62,52,24,75.62,100.66,80.8,70.49
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,1167137,1084536,1749936,957515,792421,297472,151528,145944,115051,59094,55957,792193,645880,146313,2147632,84060,12527,1264,475,476,434,77.72,92.92,82.04,73.07
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,678809,700838,568090,340843,227247,196540,96789,99751,697583,337373,360210,693406,384053,309353,1294151,8850,68550,518,219,491,3384,41.18,103.25,50.21,32.43
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,303624,309568,244706,147001,97705,138295,70052,68243,354614,171717,182897,310666,170495,140171,600219,1871,10039,213,43,195,35,39.91,101.96,48.42,31.56
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,1256213,1263525,1369397,794171,575226,184682,92127,92555,1479576,730487,749089,1223534,697782,525752,2113079,33706,15008,661,162,109,351714,54.35,100.58,63.22,45.53
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,502636,460153,688362,392333,296029,136399,69813,66586,58691,29173,29518,343633,284591,59042,955754,5278,383,107,33,24,12,71.5,91.55,78.06,64.33
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,301962,308420,299383,180903,118480,82159,40742,41417,206327,100469,105858,305438,168155,137283,601092,4952,1778,724,76,905,22,49.05,102.14,59.91,38.42
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,865380,833350,1291939,704857,587082,325133,164366,160767,6129,3240,2889,621676,498461,123215,1644905,46094,4239,193,243,94,302,76.05,96.3,81.45,70.45
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,471960,495951,407735,241959,165776,139514,68068,71446,541905,259040,282865,467122,258032,209090,874445,4607,84916,219,249,123,44,42.13,105.08,51.27,33.43
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,526877,514222,703691,393192,310499,191827,96511,95316,355261,177565,177696,505840,313161,192679,964188,20120,50637,2506,310,86,1117,67.59,97.6,74.63,60.38
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,1061147,1032290,1342322,750147,592175,191660,96465,95195,1062349,526856,535493,873227,584687,288540,1532352,71391,385011,5713,710,721,89986,64.12,97.28,70.69,57.37
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,97809,102413,154916,79903,75013,35348,17206,18142,0,0,0,68301,53139,15162,152638,28835,18391,46,63,54,14,77.37,104.71,81.69,73.25
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,19143,22673,36470,16610,19860,144,77,67,0,0,0,11802,9093,2709,27940,12856,958,3,21,14,3,87.22,118.44,86.77,87.59
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,27301,28325,39274,19919,19355,8427,4100,4327,0,0,0,16760,14047,2713,53537,1191,873,3,1,4,4,70.6,103.75,72.96,68.33
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,1318408,1172248,1684770,932981,751789,770864,405977,364887,0,0,0,917856,735195,182661,690939,12502,54344,1716935,876,3152,1044,67.64,88.91,70.77,64.13
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,743197,645328,844868,488261,356607,450473,236936,213537,0,0,0,549986,432988,116998,380569,16299,2474,984286,246,1266,559,60.85,86.83,65.7,55.26
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,326671,290837,381285,215767,165518,240328,126567,113761,0,0,0,221555,185049,36506,141363,3125,1227,469789,155,1109,103,61.75,89.03,66.05,56.91
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,320795,279368,426033,238696,187337,192493,101882,90611,0,0,0,214783,182777,32006,152851,16808,1698,427521,48,178,251,70.99,87.09,74.41,67.06
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,1071637,957437,1227511,707070,520441,855726,445461,410265,0,0,0,756695,596406,160289,906408,6844,19358,1090815,454,1143,278,60.5,89.34,65.98,54.36
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,1212617,1085706,1634719,907660,727059,580576,304894,275682,0,0,0,757138,637652,119486,1074332,27667,176587,1002874,405,580,812,71.13,89.53,74.85,66.97
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,809057,777568,1199699,637927,561772,557504,284322,273182,0,0,0,499822,412506,87316,1000743,23089,14968,538208,3476,2034,531,75.61,96.11,78.85,72.25
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,1145211,1048379,1622537,882581,739956,854444,442124,412320,0,0,0,774472,639484,134988,1394329,30233,26016,718363,11385,4011,805,73.97,91.54,77.07,70.58
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,426311,388857,576567,316254,260313,276707,143901,132806,0,0,0,284165,235562,48603,336124,10190,5445,453692,6662,553,334,70.73,91.21,74.18,66.94
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1867816,1630923,2560225,1428348,1131877,923358,487839,435519,0,0,0,1284822,1053600,231222,1502403,77713,16517,1863408,2007,19620,1254,73.18,87.32,76.47,69.4
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,408732,361019,423560,244037,179523,258878,136311,122567,0,0,0,328512,230739,97773,156539,10375,917,598443,123,1577,493,55.03,88.33,59.71,49.73
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,525920,469826,627889,348549,279340,363417,192418,170999,0,0,0,359172,292379,66793,158414,9388,3277,818921,178,436,365,63.06,89.33,66.27,59.46
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,475622,426274,524848,300401,224447,381554,200473,181081,0,0,0,335326,272699,62627,254920,4333,1681,638625,240,744,433,58.19,89.62,63.16,52.65
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,1002522,893164,1266791,711052,555739,465359,244503,220856,0,0,0,660267,549661,110606,783306,40043,5683,1059944,245,1914,1410,66.82,89.09,70.93,62.22
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,357485,327142,502731,278534,224197,180905,94334,86571,0,0,0,233676,186910,46766,304481,14492,2094,361045,118,653,143,73.43,91.51,77.91,68.53
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,878029,777140,1002077,570413,431664,461609,244231,217378,0,0,0,568758,485129,83629,389410,179116,2406,1077438,268,3222,1038,60.54,88.51,64.97,55.55
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,1324085,1258967,1526673,926268,600405,478027,243750,234277,63482,32408,31074,1053722,686149,367573,2201663,314159,10605,6799,417,45614,184,59.1,95.08,69.96,47.69
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,1939026,1735153,2182476,1359829,822647,653036,342938,310098,289249,153397,135852,1708542,994171,714371,3039279,547335,2696,64532,4384,13221,348,59.4,89.49,70.13,47.41
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,907754,889731,829343,513854,315489,80091,40639,39452,1372999,690476,682523,916574,482236,434338,1701234,48834,22250,427,138,22613,109,46.14,98.01,56.61,35.46
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,633945,588810,693307,432607,260700,221184,114969,106215,276857,143094,133763,552583,329754,222829,1133349,79984,1432,3066,84,2795,48,56.7,92.88,68.24,44.28
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,1369022,1234729,1188322,783461,404861,436414,228431,207983,176257,92610,83647,1202482,696240,506242,2244882,321192,1157,450,157,34010,34,45.64,90.19,57.23,32.79
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,1355726,1192736,1480869,943910,536959,557305,296293,261012,54090,28705,25385,1071154,647198,423956,2143046,371286,1576,23456,899,5758,18,58.11,87.98,69.62,45.02
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,1220736,1187787,1256126,777582,478544,407947,206332,201615,229273,117026,112247,1148165,674589,473576,2224839,142427,1978,1468,183,35149,60,52.15,97.3,63.7,40.29
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,1240801,1123136,1278801,782399,496402,493646,259532,234114,7779,4207,3572,986208,640572,345636,2073356,235741,1901,20072,285,30850,79,54.1,90.52,63.06,44.2
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,577160,533746,585044,371705,213339,210788,109333,101455,228549,119454,109095,526091,314806,211285,1017688,66609,682,11059,144,13455,24,52.66,92.48,64.4,39.97
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,783171,761167,821825,514851,306974,250224,126748,123476,201546,101893,99653,802755,456632,346123,1413163,97855,1274,1515,252,25843,136,53.22,97.19,65.74,40.33
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,1051446,988101,1149269,696729,452540,451721,235113,216608,11245,5903,5342,902829,541404,361425,1777879,249736,958,402,188,7104,127,56.35,93.98,66.26,45.8
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,857787,776622,938051,596935,341116,354337,185349,168988,433344,228554,204790,684495,398151,286344,1582335,45488,439,296,94,3737,115,57.39,90.54,69.59,43.92
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,653647,552869,683098,435721,247377,245695,131875,113820,58594,31802,26792,523212,339110,184102,1127520,72258,688,1356,92,2739,21,56.62,84.58,66.66,44.74
